uniqueID,surname,allOtherNames,firstName,commonName,earlierOrLaterNames,title,gender,birthDate,birthYear,birthMonth,birthDay,deathDate,deathYear,deathMonth,deathDay,comments,wikipedia,adb
wellsdeane1983,Wells,Deane McMillan,Deane,NA,NA,NA,male,1949-01-13,1949,1,13,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Dean_Wells_(politician),NA
wentworthwilliam1949,Wentworth,William Charles,William,NA,NA,NA,male,1907-09-08,1907,9,8,2003-06-15,2003,6,15,NA,NA,NA
westandrea1996,West,Andrea Gail,Andrea,NA,NA,NA,female,1952-09-16,1952,9,16,NA,NA,NA,NA,NA,NA,NA
westjohn1910,West,John Edward,John,NA,NA,NA,male,NA,1851,NA,NA,1931-02-05,1931,2,5,NA,NA,NA
weststewart1977,West,Stewart John,Stewart,NA,NA,NA,male,1934-03-31,1934,3,31,NA,NA,NA,NA,NA,NA,NA
whanbob1972,Whan,Robert Bruce,Robert,Bob,NA,NA,male,1933-01-05,1933,1,5,2015-10-04,2015,10,4,NA,NA,NA
wheelerroy1949,Wheeler,Roy Crawford,Roy,NA,NA,NA,male,NA,1909,NA,NA,1971-03-16,1971,3,16,NA,NA,NA
whitepeter1981,White,Peter Nicholson Duckett,Peter,NA,NA,NA,male,1936-01-19,1936,1,19,NA,NA,NA,NA,NA,NA,NA
whitethomas1929,White,Thomas Walter,Thomas,NA,NA,NA,male,1888-04-26,1888,4,26,1957-10-13,1957,10,13,NA,NA,NA
whiteleybrett2013,Whiteley,Brett David,Brett,NA,NA,NA,male,1960-07-01,1960,7,1,NA,NA,NA,NA,NA,NA,NA
whitlamtony1975,Whitlam,Antony Philip,Antony,Tony,NA,NA,male,1944-01-07,1944,1,7,NA,NA,NA,NA,NA,NA,NA
whitlamgough1952,Whitlam,Edward Gough,Edward,Gough,NA,NA,male,1916-07-11,1916,7,11,2014-10-21,2014,10,21,NA,NA,NA
whitsittjoshua1922,Whitsitt,Joshua Thomas Hoskins,Joshua,NA,NA,NA,male,NA,1870,NA,NA,1943-09-14,1943,9,14,NA,NA,NA
whittornraymond1960,Whittorn,Raymond Harold,Raymond,NA,NA,NA,male,1911-10-04,1911,10,4,1995-08-10,1995,8,10,NA,NA,NA
wickslucy2013,Wicks,Lucy Elizabeth,Lucy,NA,NA,NA,female,1973-01-01,1973,1,1,NA,NA,NA,NA,NA,NA,NA
wienholtarnold1919,Wienholt,Arnold,Arnold,NA,NA,NA,male,1877-11-25,1877,11,25,1940-09-10,1940,9,10,NA,NA,NA
wightbruce1949,Wight,Bruce McDonald,Bruce,NA,NA,NA,male,1914-06-16,1914,6,16,1969-02-02,1969,2,2,NA,NA,NA
wilkieandrew2010,Wilkie,Andrew Damien,Andrew,NA,NA,NA,male,1961-11-08,1961,11,8,NA,NA,NA,NA,NA,NA,NA
wilkiekim1998,Wilkie,Kim William,Kim,NA,NA,NA,male,1959-06-03,1959,6,3,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Kim_Wilkie,NA
wilkinsonjames1901,Wilkinson,James,James,NA,NA,NA,male,1854-11-30,1854,11,30,1915-01-11,1915,1,11,NA,NA,NA
wilkswilliam1901,Wilks,William Henry,William,NA,NA,NA,male,NA,1863,NA,NA,1940-02-05,1940,2,5,NA,NA,NA
williamsdaryl1993,Williams,Daryl Robert,Daryl,NA,NA,NA,male,1942-08-21,1942,8,21,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Daryl_Williams,NA
williamsmatthew2013,Williams,Matthew,Matthew,NA,NA,NA,male,1973-03-28,1973,3,28,NA,NA,NA,NA,NA,NA,NA
williamsthomas1943,Williams,Thomas Francis,Thomas,NA,NA,NA,male,1897-04-07,1897,4,7,1992-06-04,1992,6,4,NA,NA,NA
willishenry1901,Willis,Henry,Henry,NA,NA,NA,male,1860-04-06,1860,4,6,1950-02-23,1950,2,23,NA,NA,NA
willisralph1972,Willis,Ralph,Ralph,NA,NA,NA,male,1938-04-14,1938,4,14,NA,NA,NA,NA,NA,NA,NA
wilsonalexander1937,Wilson,Alexander,Alexander,NA,NA,NA,male,1880-06-07,1880,6,7,1954-01-26,1954,1,26,NA,NA,NA
wilsonian1966,Wilson,Ian Bonython Cameron,Ian,NA,NA,NA,male,1932-05-02,1932,5,2,2013-04-02,2013,4,2,NA,NA,NA
wilsonjohn1903,Wilson,John Gratton,John,NA,NA,NA,male,1863-08-18,1863,8,18,1948-08-20,1948,8,20,NA,NA,NA
wilsonjoshua2016,Wilson,Joshua Hamilton,Joshua,NA,NA,NA,male,1972-06-05,1972,6,5,NA,NA,NA,NA,NA,NA,NA
wilsonkeith1949,Wilson,Keith Cameron,Keith,NA,Later Sir Keith,NA,male,1900-09-03,1900,9,3,1987-09-28,1987,9,28,NA,NA,NA
wilsonrichard2013,Wilson,Richard James,Richard,NA,NA,NA,male,1966-01-02,1966,1,2,NA,NA,NA,NA,NA,NA,NA
wilsontimothy2016,Wilson,Timothy Robert,Timothy,NA,NA,NA,male,1980-03-12,1980,3,12,NA,NA,NA,NA,NA,NA,NA
wiltongregory1996,Wilton,Gregory Stuart,Gregory,NA,NA,NA,male,1955-11-06,1955,11,6,2000-06-14,2000,6,14,NA,NA,NA
windsorantony2001,Windsor,Antony Harold Curties,Antony,NA,NA,NA,male,1950-09-02,1950,9,2,NA,NA,NA,NA,NA,NA,NA
wisegeorge1906,Wise,George Henry,George,NA,NA,NA,male,1853-07-01,1853,7,1,1950-07-31,1950,7,31,NA,NA,NA
woodjason2004,Wood,Jason Peter,Jason,NA,NA,NA,male,1968-05-24,1968,5,24,NA,NA,NA,NA,NA,NA,NA
woodsharry1990,Woods,Harry Francis,Harry,NA,NA,NA,male,1947-12-23,1947,12,23,NA,NA,NA,NA,NA,NA,NA
woodsrobert1987,Woods,Robert Leslie,Robert,NA,NA,NA,male,1947-04-13,1947,4,13,NA,NA,NA,NA,NA,NA,NA
wooldridgemichael1987,Wooldridge,Michael Richard Lewis,Michael,NA,NA,NA,male,1956-11-07,1956,11,7,NA,NA,NA,NA,NA,NA,NA
worthtrish1993,Worth,Patricia Mary,Patricia,Trish,NA,NA,female,1946-04-21,1946,4,21,NA,NA,NA,NA,NA,NA,NA
wrightkeith1984,Wright,Keith Webb,Keith,NA,NA,NA,male,1942-01-09,1942,1,9,2015-01-13,2015,1,13,NA,https://en.wikipedia.org/wiki/Keith_Wright_(Australian_politician),NA
wyattkenneth2010,Wyatt,Kenneth George,Kenneth,NA,NA,NA,male,1952-08-04,1952,8,4,NA,NA,NA,NA,NA,NA,NA
wynneagar1906,Wynne,Agar,Agar,NA,NA,NA,male,1850-01-15,1850,1,15,1934-05-12,1934,5,12,NA,NA,NA
yatesgeorge1914,Yates,George Edwin,George,NA,NA,NA,male,1871-05-14,1871,5,14,1959-07-16,1959,7,16,NA,NA,NA
yateswilliam1975,Yates,William,William,NA,NA,NA,male,1921-09-15,1921,9,15,2010-04-18,2010,4,18,NA,NA,NA
youngmick1974,Young,Michael Jerome,Michael,Mick,NA,NA,male,1936-10-09,1936,10,9,1996-04-08,1996,4,8,NA,NA,NA
zahrachristian1998,Zahra,Christian John,Christian,NA,NA,NA,male,1973-04-08,1973,4,8,NA,NA,NA,NA,NA,NA,NA
zammitpaul1996,Zammit,Paul John,Paul,NA,NA,NA,male,1941-04-28,1941,4,28,NA,NA,NA,NA,NA,NA,NA
zappiaantonio2007,Zappia,Antonio,Antonio,NA,NA,NA,male,1952-06-13,1952,6,13,NA,NA,NA,NA,NA,NA,NA
zimmermantrent2015,Zimmerman,Trent Moir,Trent,NA,NA,NA,male,1968-10-15,1968,10,15,NA,NA,NA,NA,NA,NA,NA
